FID,Shape *,Id,lat,long,video_url,vid_url2,name,name_alt,descrip,descrip2
0,Point,0,40.3000,-96.9000,https://www.periscope.tv/w/1LyxBbEBAabxN,,Periscope Trial,,To see Periscope portrait videos...,
